Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-22 09:30:00-04:00,430.0899963378906,432.2799987792969,430.0299987792969,431.1700134277344,2031320,0.0,0
2024-05-22 10:00:00-04:00,431.1650085449219,432.4100036621094,431.1341857910156,431.9100036621094,973944,0.0,0
2024-05-22 10:30:00-04:00,431.8999938964844,432.1499938964844,430.760009765625,430.82000732421875,1357042,0.0,0
2024-05-22 11:00:00-04:00,430.8599853515625,431.82861328125,430.6000061035156,431.2699890136719,610240,0.0,0
2024-05-22 11:30:00-04:00,431.260009765625,431.32000732421875,430.07000732421875,430.5380859375,547557,0.0,0
2024-05-22 12:00:00-04:00,430.5249938964844,431.0950012207031,429.7699890136719,429.85888671875,527575,0.0,0
2024-05-22 12:30:00-04:00,429.8799133300781,430.20001220703125,429.3900146484375,429.7403869628906,481767,0.0,0
2024-05-22 13:00:00-04:00,429.8299865722656,430.7427062988281,429.7900085449219,430.6328125,417438,0.0,0
2024-05-22 13:30:00-04:00,430.5899963378906,430.59991455078125,429.0201110839844,429.6095886230469,471035,0.0,0
2024-05-22 14:00:00-04:00,429.57000732421875,429.57000732421875,427.67999267578125,427.80499267578125,772893,0.0,0
2024-05-22 14:30:00-04:00,427.7699890136719,428.4200134277344,427.60198974609375,428.1099853515625,2326154,0.0,0
2024-05-22 15:00:00-04:00,428.0899963378906,428.20001220703125,427.1300048828125,428.17999267578125,851760,0.0,0
2024-05-22 15:30:00-04:00,428.1700134277344,430.6300048828125,427.5299987792969,430.54998779296875,2316022,0.0,0
2024-05-23 09:30:00-04:00,433.0,433.6000061035156,429.7900085449219,430.1499938964844,2728880,0.0,0
2024-05-23 10:00:00-04:00,430.1650085449219,432.0,430.1650085449219,431.6700134277344,1303111,0.0,0
2024-05-23 10:30:00-04:00,431.70001220703125,432.75,430.62078857421875,430.6390075683594,1027907,0.0,0
2024-05-23 11:00:00-04:00,430.6700134277344,432.1099853515625,430.6000061035156,431.864990234375,699097,0.0,0
2024-05-23 11:30:00-04:00,431.92498779296875,432.1199951171875,431.610107421875,431.7749938964844,511985,0.0,0
2024-05-23 12:00:00-04:00,431.7550048828125,432.0799865722656,431.1499938964844,432.05450439453125,1122740,0.0,0
2024-05-23 12:30:00-04:00,432.0400085449219,432.1000061035156,430.2601013183594,430.2749938964844,437889,0.0,0
2024-05-23 13:00:00-04:00,430.2699890136719,430.6199951171875,429.6099853515625,430.10211181640625,542350,0.0,0
2024-05-23 13:30:00-04:00,430.1000061035156,430.1000061035156,427.19000244140625,427.3900146484375,766654,0.0,0
2024-05-23 14:00:00-04:00,427.32000732421875,428.0050048828125,426.80999755859375,427.08050537109375,593385,0.0,0
2024-05-23 14:30:00-04:00,426.9800109863281,427.239990234375,425.79998779296875,425.9508972167969,691876,0.0,0
2024-05-23 15:00:00-04:00,425.95001220703125,426.4267883300781,425.42401123046875,425.9700012207031,855895,0.0,0
2024-05-23 15:30:00-04:00,425.9750061035156,427.3399963378906,425.8599853515625,427.1499938964844,1525198,0.0,0
2024-05-24 09:30:00-04:00,427.2099914550781,427.4100036621094,424.4100036621094,425.510009765625,2087804,0.0,0
2024-05-24 10:00:00-04:00,425.510009765625,427.2605895996094,425.360107421875,427.010009765625,925926,0.0,0
2024-05-24 10:30:00-04:00,427.02789306640625,428.1600036621094,426.8699951171875,427.9389953613281,657399,0.0,0
2024-05-24 11:00:00-04:00,427.95001220703125,429.6600036621094,427.95001220703125,429.25,656358,0.0,0
2024-05-24 11:30:00-04:00,429.2900085449219,429.9700012207031,428.8599853515625,429.760009765625,580827,0.0,0
2024-05-24 12:00:00-04:00,429.739990234375,430.33209228515625,429.635009765625,430.1099853515625,440211,0.0,0
2024-05-24 12:30:00-04:00,430.1300048828125,430.1499938964844,429.3500061035156,429.7327880859375,318688,0.0,0
2024-05-24 13:00:00-04:00,429.7550048828125,430.4700012207031,429.6199951171875,430.2699890136719,337982,0.0,0
2024-05-24 13:30:00-04:00,430.239990234375,430.5199890136719,429.82000732421875,430.3999938964844,361419,0.0,0
2024-05-24 14:00:00-04:00,430.3699951171875,431.05499267578125,430.32000732421875,430.409912109375,715433,0.0,0
2024-05-24 14:30:00-04:00,430.3949890136719,430.5242004394531,429.7300109863281,429.7300109863281,399792,0.0,0
2024-05-24 15:00:00-04:00,429.7099914550781,430.0664978027344,429.1600036621094,429.82000732421875,458722,0.0,0
2024-05-24 15:30:00-04:00,429.82000732421875,430.4403076171875,429.5299987792969,430.1300048828125,1296795,0.0,0
2024-05-28 09:30:00-04:00,429.8500061035156,430.82000732421875,426.62799072265625,428.0050048828125,2944254,0.0,0
2024-05-28 10:00:00-04:00,428.0,429.9100036621094,427.6200866699219,428.45001220703125,1112732,0.0,0
2024-05-28 10:30:00-04:00,428.3800048828125,428.79998779296875,427.7701110839844,428.5799865722656,854603,0.0,0
2024-05-28 11:00:00-04:00,428.6205139160156,429.32000732421875,428.260009765625,428.44000244140625,603449,0.0,0
2024-05-28 11:30:00-04:00,428.4599914550781,428.8699951171875,427.9800109863281,428.42498779296875,694322,0.0,0
2024-05-28 12:00:00-04:00,428.4800109863281,428.9482116699219,428.3399963378906,428.9100036621094,556654,0.0,0
2024-05-28 12:30:00-04:00,428.8900146484375,429.1499938964844,428.7004089355469,428.7900085449219,403835,0.0,0
2024-05-28 13:00:00-04:00,428.8299865722656,429.31781005859375,428.4100036621094,429.0599060058594,425439,0.0,0
2024-05-28 13:30:00-04:00,429.0350036621094,429.3500061035156,428.42498779296875,428.7301025390625,421293,0.0,0
2024-05-28 14:00:00-04:00,428.739990234375,429.3399963378906,428.5465087890625,428.7200012207031,473386,0.0,0
2024-05-28 14:30:00-04:00,428.7200012207031,428.8999938964844,427.9200134277344,428.82000732421875,781965,0.0,0
2024-05-28 15:00:00-04:00,428.80999755859375,429.5899963378906,428.6199951171875,428.8299865722656,1268085,0.0,0
2024-05-28 15:30:00-04:00,428.82000732421875,430.4599914550781,428.52978515625,430.32000732421875,1665379,0.0,0
2024-05-29 09:30:00-04:00,425.82000732421875,430.4100036621094,425.75,429.44500732421875,2249118,0.0,0
2024-05-29 10:00:00-04:00,429.4599914550781,430.3800048828125,428.6449890136719,430.1400146484375,1090940,0.0,0
2024-05-29 10:30:00-04:00,430.1700134277344,430.69000244140625,429.5201110839844,429.8999938964844,993280,0.0,0
